"","PersonID","FirstName","LastName","ZIP","Phone","CallID","Time"
"327",67,"Danny","Gray",10309,"917-280-8507",4578,"6/6/2008 12:23"
"328",115,"Mathew","Harrison",11694,"646-614-8165",4579,"6/6/2008 13:30"
"329",184,"Hallie","Casey",10107,"646-463-4607",4580,"6/6/2008 14:29"
"330",19,"Salvador","Emerson",10028,"347-276-8948",4581,"6/7/2008 9:12"
"331",80,"Nelson","Flynn",11109,"646-725-6832",4582,"6/7/2008 11:17"
"332",154,"Landyn","Pitts",10166,"347-320-2243",4583,"6/9/2008 13:01"
"333",155,"Leia","Schroeder",11362,"347-373-6302",4584,"6/9/2008 16:43"
"334",111,"Belen","Hess",11237,"917-302-6036",4585,"6/10/2008 12:54"
"335",10,"Aliya","Hoffman",11366,"917-613-6421",4586,"6/10/2008 15:10"
"336",5,"Cael","Glover",10026,"646-623-7673",4587,"6/12/2008 8:03"
"337",79,"Mariam","Bowen",11238,"646-292-3920",4588,"6/12/2008 10:26"
"338",52,"Jaycee","England",10014,"347-368-1526",4589,"6/13/2008 13:44"
"339",65,"Isaias","Moon",10471,"212-716-6333",4590,"6/14/2008 9:18"
"340",153,"Leland","Hunter",11109,"212-793-5299",4591,"6/14/2008 15:32"
"341",99,"Kyla","Shannon",11368,"646-352-2431",4592,"6/15/2008 12:24"
"342",148,"Holden","Fowler",10118,"212-722-7454",4593,"6/15/2008 13:17"
"343",81,"Aileen","Johnson",11210,"917-426-2147",4594,"6/16/2008 8:01"
"344",152,"Elianna","Medina",10308,"646-819-2778",4595,"6/16/2008 9:16"
"345",144,"Donna","Gallegos",11421,"917-617-3764",4596,"6/16/2008 11:37"
"346",31,"Jazmin","Schmidt",11237,"718-294-7531",4597,"6/16/2008 14:36"
"347",2,"Reynaldo","Harris",11223,"646-382-3431",4598,"6/17/2008 8:01"
"348",165,"Cannon","Berg",11420,"646-605-8063",4599,"6/17/2008 11:06"
"349",78,"Octavio","Whitehead",11218,"212-423-2062",4600,"6/17/2008 13:40"
"350",60,"Evie","Beasley",11360,"347-379-6271",4601,"6/17/2008 14:31"
"351",160,"Raegan","Cantrell",10280,"646-813-3328",4602,"6/17/2008 15:12"
"352",104,"Dillon","Roberson",10118,"212-629-8042",4603,"6/17/2008 15:38"
"353",18,"Jack","Bruce",11218,"646-522-7235",4604,"6/18/2008 9:47"
"354",106,"Briley","Estrada",11360,"646-234-2097",4605,"6/18/2008 14:17"
"355",186,"Quintin","McConnell",11413,"917-363-2471",4606,"6/19/2008 15:40"
"356",10,"Aliya","Hoffman",11366,"917-613-6421",4607,"6/20/2008 11:43"
"357",156,"Jacoby","Cook",10045,"917-808-6186",4608,"6/21/2008 11:54"
"358",74,"Zackary","Gilliam",10279,"917-593-3931",4609,"6/21/2008 16:11"
"359",66,"Yaritza","Andrews",11234,"718-746-4988",4610,"6/22/2008 10:08"
"360",61,"Rylie","Ayala",10167,"917-745-5684",4611,"6/23/2008 8:11"
"361",26,"Jaylan","Martin",10123,"212-403-5255",4612,"6/23/2008 9:21"
"362",87,"Braylon","Spence",11241,"347-729-6167",4613,"6/23/2008 12:53"
"363",96,"Bailey","Jordan",10029,"347-840-4080",4614,"6/23/2008 13:28"
"364",59,"Desiree","Melton",11432,"646-270-2996",4615,"6/24/2008 12:20"
"365",103,"Fabian","Bryan",10168,"646-523-3121",4616,"6/24/2008 16:37"
"366",72,"Deja","Lindsey",10307,"212-411-1820",4617,"6/25/2008 10:25"
"367",78,"Octavio","Whitehead",11218,"212-423-2062",4618,"6/25/2008 10:45"
"368",99,"Kyla","Shannon",11368,"646-352-2431",4619,"6/25/2008 13:29"
"369",12,"Angelique","Oliver",11413,"917-252-3830",4620,"6/25/2008 16:11"
"370",89,"Irvin","Hinton",11363,"212-335-8571",4621,"6/26/2008 12:16"
"371",63,"Quentin","Randolph",11207,"347-625-6847",4622,"6/27/2008 12:15"
"372",129,"Deven","Graham",11693,"646-246-7524",4623,"6/28/2008 8:33"
"373",188,"Makenna","Joseph",10172,"212-533-9260",4624,"6/28/2008 12:28"
"374",163,"Donavan","Ingram",11224,"718-543-2608",4625,"6/28/2008 15:47"
"375",8,"Darren","Burns",10120,"212-220-3311",4626,"6/28/2008 16:35"
"376",139,"Quinten","Hubbard",10016,"917-687-2256",4627,"6/29/2008 10:41"
"377",98,"Brenden","Rasmussen",10015,"646-812-7298",4628,"6/29/2008 12:52"
"378",80,"Nelson","Flynn",11109,"646-725-6832",4629,"6/30/2008 10:13"
"379",104,"Dillon","Roberson",10118,"212-629-8042",4630,"6/30/2008 13:55"
"380",84,"Makhi","Robles",10451,"917-612-4762",4631,"6/30/2008 14:53"
"381",47,"Brayan","Owens",11239,"347-766-3697",4632,"6/30/2008 15:10"
"382",110,"Kade","Hood",10014,"917-336-9522",4633,"7/1/2008 9:35"
"383",39,"Damaris","Crosby",11436,"646-662-5349",4634,"7/1/2008 12:23"
"384",79,"Mariam","Bowen",11238,"646-292-3920",4635,"7/1/2008 13:42"
"385",125,"Lacey","Spencer",11411,"917-605-3899",4636,"7/1/2008 15:37"
"386",153,"Leland","Hunter",11109,"212-793-5299",4637,"7/1/2008 16:43"
"387",146,"Brett","Wilkinson",10303,"347-524-8554",4638,"7/2/2008 8:18"
"388",163,"Donavan","Ingram",11224,"718-543-2608",4639,"7/3/2008 8:29"
"389",153,"Leland","Hunter",11109,"212-793-5299",4640,"7/3/2008 14:53"
"390",62,"Ansley","Henson",10173,"917-353-7715",4641,"7/3/2008 16:27"
"391",167,"Neveah","Reynolds",10019,"646-527-1224",4642,"7/4/2008 13:50"
"392",74,"Zackary","Gilliam",10279,"917-593-3931",4643,"7/5/2008 8:58"
"393",48,"Jaylen","Smith",10464,"212-432-9911",4644,"7/5/2008 9:49"
"394",5,"Cael","Glover",10026,"646-623-7673",4645,"7/5/2008 10:15"
"395",67,"Danny","Gray",10309,"917-280-8507",4646,"7/6/2008 8:50"
"396",80,"Nelson","Flynn",11109,"646-725-6832",4647,"7/6/2008 14:28"
"397",41,"Ryleigh","Wilkins",10302,"917-766-5604",4648,"7/6/2008 15:15"
"398",61,"Rylie","Ayala",10167,"917-745-5684",4649,"7/6/2008 15:40"
"399",47,"Brayan","Owens",11239,"347-766-3697",4650,"7/6/2008 16:42"
"400",161,"Peyton","Pace",11216,"646-619-7420",4651,"7/7/2008 11:33"
"401",19,"Salvador","Emerson",10028,"347-276-8948",4652,"7/8/2008 8:44"
"402",30,"Alexus","Crosby",10473,"646-223-6544",4653,"7/8/2008 12:02"
"403",194,"Kymani","Beck",10463,"718-351-9427",4654,"7/8/2008 16:32"
"404",39,"Damaris","Crosby",11436,"646-662-5349",4655,"7/9/2008 14:02"
"405",76,"Dixie","Cruz",10103,"917-586-9422",4656,"7/9/2008 14:30"
"406",126,"Serena","Peters",11363,"718-380-2477",4657,"7/9/2008 16:47"
"407",100,"Branson","Ingram",10026,"212-780-2467",4658,"7/10/2008 9:39"
"408",146,"Brett","Wilkinson",10303,"347-524-8554",4659,"7/12/2008 13:59"
"409",18,"Jack","Bruce",11218,"646-522-7235",4660,"7/13/2008 15:10"
"410",82,"Harry","Rogers",11370,"917-782-8106",4661,"7/14/2008 15:50"
"411",191,"Kai","Sparks",11211,"212-522-5661",4662,"7/15/2008 13:51"
"412",158,"Alessandro","Casey",11209,"917-647-6620",4663,"7/17/2008 11:37"
"413",156,"Jacoby","Cook",10045,"917-808-6186",4664,"7/17/2008 13:05"
"414",91,"Pedro","Payne",10005,"212-498-6862",4665,"7/17/2008 16:00"
"415",32,"Reese","Roth",11208,"212-614-7981",4666,"7/18/2008 10:11"
"416",115,"Mathew","Harrison",11694,"646-614-8165",4667,"7/18/2008 12:28"
"417",7,"Jaqueline","Ewing",10106,"347-409-5439",4668,"7/18/2008 15:03"
"418",152,"Elianna","Medina",10308,"646-819-2778",4669,"7/20/2008 8:04"
"419",5,"Cael","Glover",10026,"646-623-7673",4670,"7/20/2008 11:20"
"420",166,"Rihanna","Guthrie",11204,"212-560-3413",4671,"7/20/2008 12:35"
"421",2,"Reynaldo","Harris",11223,"646-382-3431",4672,"7/20/2008 14:31"
"422",140,"Skylar","Buck",10162,"212-592-7909",4673,"7/21/2008 10:14"
"423",131,"Desmond","Knowles",10122,"917-785-7273",4674,"7/21/2008 12:46"
"424",155,"Leia","Schroeder",11362,"347-373-6302",4675,"7/22/2008 14:21"
"425",94,"Beau","Ware",10013,"646-391-9926",4676,"7/22/2008 14:47"
"426",96,"Bailey","Jordan",10029,"347-840-4080",4677,"7/23/2008 8:59"
"427",32,"Reese","Roth",11208,"212-614-7981",4678,"7/25/2008 14:29"
"428",10,"Aliya","Hoffman",11366,"917-613-6421",4679,"7/25/2008 16:09"
"429",183,"Londyn","Bentley",10470,"917-278-4443",4680,"7/25/2008 16:38"
"430",56,"Immanuel","Joyce",11234,"212-671-1389",4681,"7/26/2008 12:02"
"431",54,"Jayson","Bullock",11210,"718-708-3598",4682,"7/26/2008 13:04"
"432",22,"Hadassah","Abbott",11377,"917-823-9292",4683,"7/27/2008 14:54"
"433",40,"King","Rose",11367,"347-823-6645",4684,"7/28/2008 16:44"
"434",152,"Elianna","Medina",10308,"646-819-2778",4685,"7/29/2008 12:52"
"435",1,"Jaylen","Christensen",10006,"646-376-4466",4686,"7/30/2008 10:27"
"436",116,"Dylan","Clark",10468,"646-576-9372",4687,"7/30/2008 15:53"
"437",192,"Jayden","Whitfield",10037,"347-356-9081",4688,"7/31/2008 8:06"
"438",3,"Yandel","Franklin",10099,"718-510-6575",4689,"7/31/2008 9:10"
"439",183,"Londyn","Bentley",10470,"917-278-4443",4690,"8/1/2008 10:29"
"440",12,"Angelique","Oliver",11413,"917-252-3830",4691,"8/1/2008 13:27"
"441",41,"Ryleigh","Wilkins",10302,"917-766-5604",4692,"8/2/2008 16:18"
"442",176,"Alison","Mays",10165,"917-265-9366",4693,"8/3/2008 10:31"
"443",105,"Porter","Parks",11385,"718-483-5325",4694,"8/4/2008 10:00"
"444",143,"Jasiah","Kirkland",10468,"347-479-2352",4695,"8/5/2008 15:09"
"445",195,"Darius","Travis",10459,"917-444-3708",4696,"8/6/2008 16:19"
"446",90,"Janiah","Kidd",11220,"347-346-9229",4697,"8/7/2008 13:57"
"447",62,"Ansley","Henson",10173,"917-353-7715",4698,"8/7/2008 16:41"
"448",134,"Karli","Henson",11356,"917-716-1314",4699,"8/7/2008 16:49"
"449",47,"Brayan","Owens",11239,"347-766-3697",4700,"8/8/2008 13:28"
"450",80,"Nelson","Flynn",11109,"646-725-6832",4701,"8/9/2008 8:41"
"451",175,"Bridger","Stephenson",11374,"718-792-7253",4702,"8/10/2008 13:18"
"452",81,"Aileen","Johnson",11210,"917-426-2147",4703,"8/11/2008 9:04"
"453",174,"Charles","McCoy",11220,"347-312-4725",4704,"8/11/2008 11:39"
"454",113,"Regina","Brewer",11209,"646-614-1481",4705,"8/12/2008 9:14"
"455",18,"Jack","Bruce",11218,"646-522-7235",4706,"8/13/2008 16:09"
"456",148,"Holden","Fowler",10118,"212-722-7454",4707,"8/13/2008 16:22"
"457",104,"Dillon","Roberson",10118,"212-629-8042",4708,"8/14/2008 13:36"
"458",111,"Belen","Hess",11237,"917-302-6036",4709,"8/15/2008 15:56"
"459",150,"Kaleigh","Gaines",11422,"718-823-7799",4710,"8/16/2008 9:48"
"460",170,"Skylar","Whitfield",10469,"212-827-7355",4711,"8/16/2008 10:55"
"461",145,"Giuliana","Miles",11373,"917-657-9916",4712,"8/17/2008 15:31"
"462",71,"Lucy","Baldwin",10024,"917-661-5442",4713,"8/17/2008 16:57"
"463",134,"Karli","Henson",11356,"917-716-1314",4714,"8/18/2008 11:48"
"464",182,"Kassidy","Good",10039,"718-660-6567",4715,"8/18/2008 12:39"
"465",188,"Makenna","Joseph",10172,"212-533-9260",4716,"8/19/2008 8:04"
"466",193,"Savanna","Oneil",10069,"646-733-3847",4717,"8/20/2008 11:19"
"467",104,"Dillon","Roberson",10118,"212-629-8042",4718,"8/20/2008 16:13"
"468",178,"Maximilian","Morales",11217,"212-772-6202",4719,"8/21/2008 12:44"
"469",140,"Skylar","Buck",10162,"212-592-7909",4720,"8/21/2008 15:37"
"470",182,"Kassidy","Good",10039,"718-660-6567",4721,"8/23/2008 13:40"
"471",31,"Jazmin","Schmidt",11237,"718-294-7531",4722,"8/23/2008 14:39"
"472",12,"Angelique","Oliver",11413,"917-252-3830",4723,"8/24/2008 10:03"
"473",109,"Jordan","Scott",10048,"917-284-9436",4724,"8/24/2008 12:30"
"474",109,"Jordan","Scott",10048,"917-284-9436",4725,"8/24/2008 12:35"
"475",159,"Mireya","Woodard",10110,"718-496-7026",4726,"8/24/2008 14:04"
"476",20,"Reed","Flowers",10168,"646-547-6398",4727,"8/26/2008 12:10"
"477",165,"Cannon","Berg",11420,"646-605-8063",4728,"8/27/2008 11:01"
"478",39,"Damaris","Crosby",11436,"646-662-5349",4729,"8/27/2008 13:48"
"479",104,"Dillon","Roberson",10118,"212-629-8042",4730,"8/29/2008 8:49"
"480",25,"Khalil","Medina",11419,"917-361-9803",4731,"8/29/2008 10:25"
"481",108,"Adeline","Dickerson",10111,"718-703-9796",4732,"8/29/2008 12:08"
"482",56,"Immanuel","Joyce",11234,"212-671-1389",4733,"8/30/2008 9:40"
"483",93,"Vance","Wilcox",10466,"347-314-5165",4734,"8/31/2008 12:03"
"484",12,"Angelique","Oliver",11413,"917-252-3830",4735,"8/31/2008 12:32"
"485",105,"Porter","Parks",11385,"718-483-5325",4736,"8/31/2008 15:44"
"486",20,"Reed","Flowers",10168,"646-547-6398",4737,"9/3/2008 12:21"
"487",32,"Reese","Roth",11208,"212-614-7981",4738,"9/3/2008 13:20"
"488",111,"Belen","Hess",11237,"917-302-6036",4739,"9/3/2008 13:39"
"489",77,"Yair","Edwards",10468,"347-774-4501",4740,"9/4/2008 12:13"
"490",190,"Kaylee","Richmond",11224,"646-799-3731",4741,"9/4/2008 13:02"
"491",14,"Jeramiah","Potts",11221,"646-228-5446",4742,"9/5/2008 8:05"
"492",52,"Jaycee","England",10014,"347-368-1526",4743,"9/5/2008 8:25"
"493",13,"Melvin","Buckner",10304,"212-836-6512",4744,"9/5/2008 12:03"
"494",179,"Carleigh","Manning",10021,"646-573-3267",4745,"9/5/2008 14:20"
"495",124,"Cody","Leach",10005,"347-570-3346",4746,"9/8/2008 8:35"
"496",89,"Irvin","Hinton",11363,"212-335-8571",4747,"9/8/2008 15:53"
"497",49,"Selina","Nelson",10035,"718-511-4170",4748,"9/9/2008 9:29"
"498",135,"Lena","Rivera",11361,"212-340-5502",4749,"9/9/2008 9:50"
"499",127,"Alexia","Rasmussen",11422,"718-534-2403",4750,"9/9/2008 11:05"
"500",41,"Ryleigh","Wilkins",10302,"917-766-5604",4751,"9/9/2008 12:10"
"501",55,"Amy","Jarvis",11375,"646-804-4663",4752,"9/9/2008 15:02"
"502",100,"Branson","Ingram",10026,"212-780-2467",4753,"9/10/2008 8:32"
"503",26,"Jaylan","Martin",10123,"212-403-5255",4754,"9/12/2008 13:17"
"504",8,"Darren","Burns",10120,"212-220-3311",4755,"9/12/2008 13:58"
"505",101,"Anabella","Nixon",11249,"212-523-6502",4756,"9/13/2008 14:00"
"506",110,"Kade","Hood",10014,"917-336-9522",4757,"9/14/2008 13:43"
"507",68,"Autumn","Burnett",11366,"917-355-7377",4758,"9/14/2008 16:34"
"508",142,"Harrison","Duke",10112,"718-245-5292",4759,"9/15/2008 11:16"
"509",100,"Branson","Ingram",10026,"212-780-2467",4760,"9/16/2008 11:35"
"510",14,"Jeramiah","Potts",11221,"646-228-5446",4761,"9/16/2008 12:08"
"511",188,"Makenna","Joseph",10172,"212-533-9260",4762,"9/17/2008 11:45"
"512",13,"Melvin","Buckner",10304,"212-836-6512",4763,"9/20/2008 8:56"
"513",85,"Elianna","Kaufman",11230,"212-832-9113",4764,"9/21/2008 11:00"
"514",185,"Malia","Bridges",10128,"917-338-2937",4765,"9/21/2008 11:42"
"515",100,"Branson","Ingram",10026,"212-780-2467",4766,"9/21/2008 12:02"
"516",121,"Jazmyn","Livingston",11414,"917-364-9971",4767,"9/21/2008 14:04"
"517",117,"Aliza","Foreman",11697,"917-380-2950",4768,"9/21/2008 16:47"
"518",55,"Amy","Jarvis",11375,"646-804-4663",4769,"9/21/2008 16:54"
"519",140,"Skylar","Buck",10162,"212-592-7909",4770,"9/23/2008 8:16"
"520",149,"Savanah","Forbes",10281,"917-687-6671",4771,"9/23/2008 8:21"
"521",106,"Briley","Estrada",11360,"646-234-2097",4772,"9/24/2008 10:56"
"522",101,"Anabella","Nixon",11249,"212-523-6502",4773,"9/24/2008 15:27"
"523",93,"Vance","Wilcox",10466,"347-314-5165",4774,"9/25/2008 16:57"
"524",160,"Raegan","Cantrell",10280,"646-813-3328",4775,"9/27/2008 16:59"
"525",52,"Jaycee","England",10014,"347-368-1526",4776,"9/28/2008 11:34"
"526",63,"Quentin","Randolph",11207,"347-625-6847",4777,"9/28/2008 12:28"
"527",182,"Kassidy","Good",10039,"718-660-6567",4778,"9/29/2008 8:46"
"528",4,"Lia","Short",11230,"718-664-9574",4779,"9/29/2008 9:06"
"529",139,"Quinten","Hubbard",10016,"917-687-2256",4780,"9/30/2008 8:52"
"530",55,"Amy","Jarvis",11375,"646-804-4663",4781,"9/30/2008 12:51"
"531",101,"Anabella","Nixon",11249,"212-523-6502",4782,"10/1/2008 8:03"
"532",142,"Harrison","Duke",10112,"718-245-5292",4783,"10/1/2008 8:31"
"533",195,"Darius","Travis",10459,"917-444-3708",4784,"10/2/2008 11:07"
"534",62,"Ansley","Henson",10173,"917-353-7715",4785,"10/3/2008 14:52"
"535",175,"Bridger","Stephenson",11374,"718-792-7253",4786,"10/4/2008 10:57"
"536",47,"Brayan","Owens",11239,"347-766-3697",4787,"10/5/2008 12:04"
"537",10,"Aliya","Hoffman",11366,"917-613-6421",4788,"10/5/2008 13:36"
"538",172,"Fernando","Rosa",10031,"917-669-3112",4789,"10/5/2008 13:59"
"539",145,"Giuliana","Miles",11373,"917-657-9916",4790,"10/6/2008 11:07"
"540",1,"Jaylen","Christensen",10006,"646-376-4466",4791,"10/6/2008 16:08"
"541",35,"Amari","Parker",10010,"212-525-3571",4792,"10/7/2008 8:23"
"542",70,"Terrance","Forbes",10154,"347-642-8572",4793,"10/7/2008 9:50"
"543",167,"Neveah","Reynolds",10019,"646-527-1224",4794,"10/9/2008 12:53"
"544",159,"Mireya","Woodard",10110,"718-496-7026",4795,"10/11/2008 8:14"
"545",34,"Adrianna","Duncan",10032,"646-544-5915",4796,"10/12/2008 9:21"
"546",76,"Dixie","Cruz",10103,"917-586-9422",4797,"10/12/2008 11:58"
"547",47,"Brayan","Owens",11239,"347-766-3697",4798,"10/12/2008 14:02"
"548",191,"Kai","Sparks",11211,"212-522-5661",4799,"10/12/2008 15:09"
"549",90,"Janiah","Kidd",11220,"347-346-9229",4800,"10/13/2008 11:18"
"550",108,"Adeline","Dickerson",10111,"718-703-9796",4801,"10/14/2008 8:36"
"551",64,"Miles","Burton",10465,"646-336-1902",4802,"10/14/2008 11:45"
"552",37,"Grace","Rowe",10158,"646-524-8955",4803,"10/15/2008 9:06"
"553",166,"Rihanna","Guthrie",11204,"212-560-3413",4804,"10/15/2008 12:41"
"554",174,"Charles","McCoy",11220,"347-312-4725",4805,"10/16/2008 8:26"
"555",150,"Kaleigh","Gaines",11422,"718-823-7799",4806,"10/16/2008 10:08"
"556",19,"Salvador","Emerson",10028,"347-276-8948",4807,"10/16/2008 16:27"
"557",41,"Ryleigh","Wilkins",10302,"917-766-5604",4808,"10/18/2008 13:37"
"558",167,"Neveah","Reynolds",10019,"646-527-1224",4809,"10/19/2008 10:19"
"559",49,"Selina","Nelson",10035,"718-511-4170",4810,"10/19/2008 16:30"
"560",9,"Rigoberto","Mayo",11358,"212-537-6720",4811,"10/20/2008 9:06"
"561",115,"Mathew","Harrison",11694,"646-614-8165",4812,"10/20/2008 13:45"
"562",91,"Pedro","Payne",10005,"212-498-6862",4813,"10/21/2008 16:41"
"563",113,"Regina","Brewer",11209,"646-614-1481",4814,"10/22/2008 8:19"
"564",175,"Bridger","Stephenson",11374,"718-792-7253",4815,"10/22/2008 9:37"
"565",100,"Branson","Ingram",10026,"212-780-2467",4816,"10/24/2008 9:36"
"566",136,"Deborah","Lamb",10302,"718-408-4184",4817,"10/24/2008 10:44"
"567",72,"Deja","Lindsey",10307,"212-411-1820",4818,"10/25/2008 8:59"
"568",5,"Cael","Glover",10026,"646-623-7673",4819,"10/25/2008 9:37"
"569",182,"Kassidy","Good",10039,"718-660-6567",4820,"10/25/2008 14:51"
"570",131,"Desmond","Knowles",10122,"917-785-7273",4821,"10/25/2008 16:43"
"571",109,"Jordan","Scott",10048,"917-284-9436",4822,"10/26/2008 9:54"
"572",127,"Alexia","Rasmussen",11422,"718-534-2403",4823,"10/26/2008 16:28"
"573",155,"Leia","Schroeder",11362,"347-373-6302",4824,"10/27/2008 11:56"
"574",103,"Fabian","Bryan",10168,"646-523-3121",4825,"10/28/2008 8:26"
"575",2,"Reynaldo","Harris",11223,"646-382-3431",4826,"10/28/2008 13:58"
"576",49,"Selina","Nelson",10035,"718-511-4170",4827,"10/30/2008 9:59"
"577",35,"Amari","Parker",10010,"212-525-3571",4828,"11/1/2008 9:48"
"578",47,"Brayan","Owens",11239,"347-766-3697",4829,"11/1/2008 10:44"
"579",110,"Kade","Hood",10014,"917-336-9522",4830,"11/1/2008 13:26"
"580",41,"Ryleigh","Wilkins",10302,"917-766-5604",4831,"11/2/2008 13:59"
"581",42,"Stanley","Townsend",10314,"212-775-3412",4832,"11/3/2008 10:05"
"582",90,"Janiah","Kidd",11220,"347-346-9229",4833,"11/3/2008 14:08"
"583",183,"Londyn","Bentley",10470,"917-278-4443",4834,"11/5/2008 8:45"
"584",167,"Neveah","Reynolds",10019,"646-527-1224",4835,"11/5/2008 15:49"
"585",116,"Dylan","Clark",10468,"646-576-9372",4836,"11/6/2008 8:16"
"586",163,"Donavan","Ingram",11224,"718-543-2608",4837,"11/6/2008 8:39"
"587",181,"Jakobe","Miller",10451,"917-728-8534",4838,"11/6/2008 11:22"
"588",105,"Porter","Parks",11385,"718-483-5325",4839,"11/6/2008 12:34"
"589",50,"Susan","Matthews",10128,"212-748-5980",4840,"11/7/2008 12:59"
"590",54,"Jayson","Bullock",11210,"718-708-3598",4841,"11/8/2008 8:44"
"591",85,"Elianna","Kaufman",11230,"212-832-9113",4842,"11/8/2008 10:50"
"592",150,"Kaleigh","Gaines",11422,"718-823-7799",4843,"11/8/2008 12:04"
"593",148,"Holden","Fowler",10118,"212-722-7454",4844,"11/10/2008 10:14"
"594",55,"Amy","Jarvis",11375,"646-804-4663",4845,"11/10/2008 13:21"
"595",161,"Peyton","Pace",11216,"646-619-7420",4846,"11/10/2008 14:25"
"596",136,"Deborah","Lamb",10302,"718-408-4184",4847,"11/11/2008 10:03"
"597",149,"Savanah","Forbes",10281,"917-687-6671",4848,"11/11/2008 10:40"
"598",41,"Ryleigh","Wilkins",10302,"917-766-5604",4849,"11/11/2008 14:43"
"599",167,"Neveah","Reynolds",10019,"646-527-1224",4850,"11/12/2008 14:55"
"600",112,"Mekhi","Ramos",11101,"646-537-5741",4851,"11/13/2008 15:18"
"601",94,"Beau","Ware",10013,"646-391-9926",4852,"11/14/2008 8:32"
"602",135,"Lena","Rivera",11361,"212-340-5502",4853,"11/14/2008 13:45"
"603",57,"Lia","Harrell",10451,"347-270-4389",4854,"11/14/2008 16:26"
"604",131,"Desmond","Knowles",10122,"917-785-7273",4855,"11/15/2008 12:57"
"605",117,"Aliza","Foreman",11697,"917-380-2950",4856,"11/15/2008 15:30"
"606",87,"Braylon","Spence",11241,"347-729-6167",4857,"11/16/2008 12:07"
"607",195,"Darius","Travis",10459,"917-444-3708",4858,"11/16/2008 13:08"
"608",100,"Branson","Ingram",10026,"212-780-2467",4859,"11/16/2008 15:31"
"609",67,"Danny","Gray",10309,"917-280-8507",4860,"11/17/2008 8:16"
"610",147,"Conor","Weiss",11203,"347-518-5638",4861,"11/17/2008 8:17"
"611",192,"Jayden","Whitfield",10037,"347-356-9081",4862,"11/18/2008 8:13"
"612",37,"Grace","Rowe",10158,"646-524-8955",4863,"11/18/2008 12:20"
"613",57,"Lia","Harrell",10451,"347-270-4389",4864,"11/18/2008 16:03"
"614",178,"Maximilian","Morales",11217,"212-772-6202",4865,"11/19/2008 14:02"
"615",144,"Donna","Gallegos",11421,"917-617-3764",4866,"11/19/2008 15:09"
"616",70,"Terrance","Forbes",10154,"347-642-8572",4867,"11/19/2008 15:51"
"617",105,"Porter","Parks",11385,"718-483-5325",4868,"11/19/2008 16:01"
"618",118,"Kenley","Hunt",10028,"212-705-8822",4869,"11/20/2008 9:59"
"619",11,"Luna","Martinez",10006,"718-771-3686",4870,"11/20/2008 11:27"
"620",42,"Stanley","Townsend",10314,"212-775-3412",4871,"11/20/2008 13:46"
"621",139,"Quinten","Hubbard",10016,"917-687-2256",4872,"11/20/2008 16:37"
"622",38,"Dawson","Rios",11362,"917-560-5580",4873,"11/22/2008 12:27"
"623",90,"Janiah","Kidd",11220,"347-346-9229",4874,"11/22/2008 15:11"
"624",16,"Dayana","Kidd",10170,"347-385-1742",4875,"11/23/2008 14:11"
"625",109,"Jordan","Scott",10048,"917-284-9436",4876,"11/24/2008 11:57"
"626",124,"Cody","Leach",10005,"347-570-3346",4877,"11/24/2008 12:52"
"627",2,"Reynaldo","Harris",11223,"646-382-3431",4878,"11/24/2008 14:44"
"628",191,"Kai","Sparks",11211,"212-522-5661",4879,"11/24/2008 15:38"
"629",108,"Adeline","Dickerson",10111,"718-703-9796",4880,"11/24/2008 16:33"
"630",182,"Kassidy","Good",10039,"718-660-6567",4881,"11/25/2008 11:04"
"631",123,"Moses","Ingram",10015,"917-682-3372",4882,"11/25/2008 15:08"
"632",102,"Anabelle","Wilson",11211,"917-728-8694",4883,"11/26/2008 14:06"
"633",83,"Kamryn","Hopper",11418,"917-350-9472",4884,"11/27/2008 10:07"
"634",10,"Aliya","Hoffman",11366,"917-613-6421",4885,"11/27/2008 11:38"
"635",8,"Darren","Burns",10120,"212-220-3311",4886,"11/27/2008 12:25"
"636",152,"Elianna","Medina",10308,"646-819-2778",4887,"11/28/2008 11:21"
"637",48,"Jaylen","Smith",10464,"212-432-9911",4888,"11/28/2008 12:49"
"638",148,"Holden","Fowler",10118,"212-722-7454",4889,"11/30/2008 9:17"
"639",20,"Reed","Flowers",10168,"646-547-6398",4890,"11/30/2008 12:15"
"640",109,"Jordan","Scott",10048,"917-284-9436",4891,"12/1/2008 15:09"
"641",16,"Dayana","Kidd",10170,"347-385-1742",4892,"12/3/2008 9:43"
"642",139,"Quinten","Hubbard",10016,"917-687-2256",4893,"12/3/2008 11:45"
"643",90,"Janiah","Kidd",11220,"347-346-9229",4894,"12/3/2008 12:57"
"644",145,"Giuliana","Miles",11373,"917-657-9916",4895,"12/3/2008 16:40"
"645",59,"Desiree","Melton",11432,"646-270-2996",4896,"12/5/2008 14:01"
"646",153,"Leland","Hunter",11109,"212-793-5299",4897,"12/6/2008 14:47"
"647",1,"Jaylen","Christensen",10006,"646-376-4466",4898,"12/6/2008 15:50"
"648",107,"Elliana","Pratt",10174,"917-830-8782",4899,"12/7/2008 16:26"
"649",139,"Quinten","Hubbard",10016,"917-687-2256",4900,"12/9/2008 14:31"
"650",115,"Mathew","Harrison",11694,"646-614-8165",4901,"12/10/2008 8:59"
"651",67,"Danny","Gray",10309,"917-280-8507",4902,"12/10/2008 11:31"
"652",136,"Deborah","Lamb",10302,"718-408-4184",4903,"12/11/2008 15:58"
